epoch,dense_3_accuracy,dense_3_loss,dense_6_accuracy,dense_6_loss,loss,val_dense_3_accuracy,val_dense_3_loss,val_dense_6_accuracy,val_dense_6_loss,val_loss
18,0.8598719239234924,0.45880401134490967,0.9271566271781921,0.18722575902938843,0.6460298895835876,0.8570926189422607,0.4703916311264038,0.9268224239349365,0.1870436817407608,0.6574351787567139
19,0.8607338666915894,0.45463821291923523,0.9273677468299866,0.18752123415470123,0.642159640789032,0.8554039001464844,0.47046250104904175,0.9251337051391602,0.18797104060649872,0.6584334373474121
20,0.8604876399040222,0.4544844329357147,0.925696611404419,0.18882806599140167,0.6433127522468567,0.8547002673149109,0.46846067905426025,0.89023357629776,0.24819712340831757,0.7166579961776733
21,0.8612616062164307,0.4523826837539673,0.9270159006118774,0.18735724687576294,0.639739990234375,0.8566000461578369,0.4650663435459137,0.9192231893539429,0.20286668837070465,0.6679331660270691
22,0.8615606427192688,0.4512821137905121,0.9270686507225037,0.18771988153457642,0.6390020847320557,0.8566000461578369,0.45672687888145447,0.9050801992416382,0.22535152733325958,0.6820782423019409
23,0.8621763586997986,0.4480520188808441,0.9289860725402832,0.1843443065881729,0.6323965191841125,0.856529712677002,0.46349528431892395,0.924289345741272,0.18779493868350983,0.6512899994850159
24,0.8625105619430542,0.4468766152858734,0.9270159006118774,0.1880127191543579,0.6348896026611328,0.8554742336273193,0.47154316306114197,0.9204193353652954,0.2024105340242386,0.6739538908004761
25,0.8627568483352661,0.4451026916503906,0.9268400073051453,0.18604595959186554,0.6311483979225159,0.8568111658096313,0.45972126722335815,0.9213340878486633,0.1972721368074417,0.6569932699203491
26,0.8639178276062012,0.43895792961120605,0.9283527731895447,0.18358220160007477,0.6225401163101196,0.8568814992904663,0.46642962098121643,0.9278778433799744,0.1838592141866684,0.6502891778945923
27,0.8633197546005249,0.4404701590538025,0.9287397861480713,0.18254493176937103,0.6230148673057556,0.8601885437965393,0.44578343629837036,0.9237264394760132,0.1919824481010437,0.6377657651901245
28,0.8642696142196655,0.4371837079524994,0.9294610023498535,0.18102817237377167,0.6182118654251099,0.8600478172302246,0.4408501386642456,0.9197860956192017,0.20034310221672058,0.6411930322647095
29,0.8654658198356628,0.43436217308044434,0.9293906688690186,0.18216082453727722,0.616523265838623,0.8607514500617981,0.4405462145805359,0.9267520308494568,0.18335425853729248,0.6239005327224731
30,0.8666092157363892,0.4305482506752014,0.928810179233551,0.18152835965156555,0.6120766997337341,0.860258936882019,0.44078773260116577,0.9269631505012512,0.18247389793395996,0.6232616305351257
31,0.8670313954353333,0.4292161762714386,0.9277019500732422,0.18400199711322784,0.6132181882858276,0.859836757183075,0.44017311930656433,0.921474814414978,0.20490674674510956,0.6450799107551575
32,0.8681923747062683,0.42431730031967163,0.9291267991065979,0.18344305455684662,0.6077600121498108,0.8618772625923157,0.43710458278656006,0.9262595176696777,0.1822243332862854,0.6193289756774902
33,0.868403434753418,0.42239218950271606,0.9306572079658508,0.17974770069122314,0.6021401286125183,0.8646214604377747,0.43318474292755127,0.9290740489959717,0.18017326295375824,0.6133580803871155
34,0.8688256144523621,0.4198637008666992,0.9295313954353333,0.18131612241268158,0.6011797785758972,0.861736536026001,0.4363839030265808,0.9257669448852539,0.1842445284128189,0.6206284165382385
35,0.8695292472839355,0.4164864420890808,0.932117223739624,0.17674578726291656,0.5932323932647705,0.8626512885093689,0.4404330551624298,0.9231635332107544,0.19652090966701508,0.6369539499282837
36,0.8700569868087769,0.4146312177181244,0.9299359917640686,0.1792682707309723,0.5938993096351624,0.8655361533164978,0.4300572872161865,0.912116527557373,0.22045370936393738,0.650510847568512
37,0.8705319166183472,0.41029998660087585,0.9308682680130005,0.17948144674301147,0.5897817015647888,0.866380512714386,0.42128846049308777,0.9160568714141846,0.20965488255023956,0.6309434771537781
38,0.8714290857315063,0.40963754057884216,0.9313432574272156,0.17806454002857208,0.5877020955085754,0.8647621870040894,0.42300307750701904,0.9287222027778625,0.18142664432525635,0.6044295430183411
39,0.8708310127258301,0.40863218903541565,0.9306572079658508,0.1783967912197113,0.5870288610458374,0.8600478172302246,0.4547486901283264,0.9238671660423279,0.19343869388103485,0.6481874585151672
40,0.8711652159690857,0.4078736901283264,0.9320820569992065,0.1762571483850479,0.5841305255889893,0.8675063252449036,0.4118671715259552,0.9086687564849854,0.22167161107063293,0.6335389018058777
41,0.872308611869812,0.40484344959259033,0.9306923747062683,0.17763164639472961,0.5824751257896423,0.8628623485565186,0.4346948266029358,0.9286518692970276,0.17848210036754608,0.6131767630577087
42,0.8729418516159058,0.4007209241390228,0.9326097369194031,0.17507970333099365,0.5758002996444702,0.8687025308609009,0.4056173264980316,0.9217562675476074,0.19629082083702087,0.601908266544342
43,0.8736631274223328,0.3959340453147888,0.9324338436126709,0.17584681510925293,0.5717806816101074,0.8693357706069946,0.4083976149559021,0.92752605676651,0.18113510310649872,0.5895325541496277
44,0.872977077960968,0.39586499333381653,0.9323107004165649,0.1741497963666916,0.5700146555900574,0.8673655986785889,0.4125412404537201,0.9166901111602783,0.20210076868534088,0.6146418452262878
45,0.875,0.3951314687728882,0.93278568983078,0.17554369568824768,0.5706754326820374,0.8702504634857178,0.4048056900501251,0.9095834493637085,0.22221553325653076,0.6270213723182678
46,0.8748241066932678,0.3930346369743347,0.9324690699577332,0.17546676099300385,0.5685012936592102,0.8682803511619568,0.41326427459716797,0.9211229681968689,0.19490200281143188,0.6081660985946655
47,0.8758795261383057,0.3898564279079437,0.9331023097038269,0.1730087399482727,0.5628652572631836,0.8718688488006592,0.398158460855484,0.9295665621757507,0.17904877662658691,0.5772073268890381
48,0.8760202527046204,0.38502076268196106,0.9332078695297241,0.1729448288679123,0.5579656958580017,0.8705319166183472,0.3971118927001953,0.9302701950073242,0.17405521869659424,0.5711672306060791
49,0.8769877552986145,0.3841131925582886,0.9328384399414062,0.17336365580558777,0.5574767589569092,0.8718688488006592,0.3970574736595154,0.9226709604263306,0.19782760739326477,0.5948849320411682
50,0.8767766952514648,0.383215993642807,0.93278568983078,0.17350518703460693,0.5567213892936707,0.8653954267501831,0.41460758447647095,0.9154939651489258,0.2135848104953766,0.6281924247741699
51,0.8783422708511353,0.3772483468055725,0.9333133697509766,0.1734800934791565,0.5507284998893738,0.8746129870414734,0.3909604549407959,0.9257669448852539,0.1799895316362381,0.5709500908851624
52,0.8779904246330261,0.37558215856552124,0.9354594945907593,0.16908106207847595,0.5446630716323853,0.8678581714630127,0.403813898563385,0.9338586926460266,0.17158709466457367,0.5754010081291199
53,0.8782015442848206,0.37694352865219116,0.9350724816322327,0.17000606656074524,0.5469496846199036,0.8718688488006592,0.39677128195762634,0.9317477941513062,0.17052061855793,0.5672916173934937
54,0.88025963306427,0.3699108064174652,0.9345447421073914,0.17019301652908325,0.5401037931442261,0.8706023097038269,0.4092399775981903,0.920067548751831,0.199707493185997,0.6089475750923157
55,0.8791689872741699,0.3716309666633606,0.9344391822814941,0.16979922354221344,0.5414301156997681,0.8755277395248413,0.3793005347251892,0.9310441613197327,0.1709023267030716,0.5502030849456787
56,0.8811743855476379,0.3650309145450592,0.9349141716957092,0.16824068129062653,0.5332713723182678,0.8725020885467529,0.3873913884162903,0.9310441613197327,0.1842164695262909,0.5716080069541931
57,0.8808049559593201,0.366805762052536,0.9336652159690857,0.17085011303424835,0.5376556515693665,0.8739797472953796,0.38864606618881226,0.9292147755622864,0.17657306790351868,0.5652192234992981
58,0.8804883360862732,0.36771318316459656,0.9356178045272827,0.167841374874115,0.5355544686317444,0.8767238855361938,0.3797663450241089,0.9315367341041565,0.1741538941860199,0.5539201498031616
59,0.8821594715118408,0.36181750893592834,0.9357233047485352,0.1687203049659729,0.5305376648902893,0.8740500807762146,0.39072564244270325,0.9313256144523621,0.17548450827598572,0.566210150718689
60,0.8829158544540405,0.36012110114097595,0.9353187680244446,0.168091282248497,0.5282123684883118,0.8684914112091064,0.3934498727321625,0.925696611404419,0.18573103845119476,0.5791810154914856
61,0.8830565810203552,0.35629960894584656,0.9357936978340149,0.16650381684303284,0.5228031277656555,0.8702504634857178,0.4045187532901764,0.9279482364654541,0.18218296766281128,0.5867018699645996
62,0.8826344013214111,0.35953453183174133,0.9355298280715942,0.1682962030172348,0.5278307795524597,0.8744722604751587,0.3790911138057709,0.9335069060325623,0.1674099713563919,0.5465010404586792
63,0.8848332166671753,0.3519325852394104,0.9365324974060059,0.1666179746389389,0.5185506939888,0.8719391822814941,0.39169108867645264,0.9314663410186768,0.1696353256702423,0.5613263845443726
64,0.8857831358909607,0.34825393557548523,0.9366380572319031,0.16530132293701172,0.5135552883148193,0.8774979114532471,0.37870484590530396,0.9328032732009888,0.16897302865982056,0.5476780533790588
65,0.8863987922668457,0.34857746958732605,0.9361454844474792,0.16638727486133575,0.5149645805358887,0.877075731754303,0.38079994916915894,0.9313256144523621,0.16855958104133606,0.5493597388267517
66,0.8873838782310486,0.3425290286540985,0.9372009634971619,0.16313683986663818,0.5056660175323486,0.8800309300422668,0.3664838969707489,0.9292147755622864,0.17986507713794708,0.5463491082191467
67,0.8886504173278809,0.3429642617702484,0.9377287030220032,0.16307109594345093,0.5060352683067322,0.8726428151130676,0.3865756094455719,0.9292851090431213,0.1806982308626175,0.567273736000061
68,0.8887735605239868,0.3395198583602905,0.9367436170578003,0.16438348591327667,0.5039029717445374,0.87848299741745,0.36421605944633484,0.9339994192123413,0.16314947605133057,0.5273655652999878
69,0.8894596099853516,0.33573049306869507,0.9386609792709351,0.16154593229293823,0.4972764253616333,0.8770053386688232,0.3796650171279907,0.9242189526557922,0.190606489777565,0.570271372795105
70,0.8880171775817871,0.3388318717479706,0.9385730624198914,0.16098546981811523,0.49981769919395447,0.8793273568153381,0.3713124394416809,0.9295665621757507,0.1743953377008438,0.5457077026367188
71,0.8910427689552307,0.33317533135414124,0.9373592734336853,0.16253326833248138,0.4957083761692047,0.8838305473327637,0.357515424489975,0.9282296895980835,0.18315017223358154,0.5406655669212341
72,0.89023357629776,0.3298550248146057,0.9376407265663147,0.16250739991664886,0.4923626184463501,0.8830565810203552,0.35447412729263306,0.9334365129470825,0.16863907873630524,0.5231131911277771
73,0.8909900188446045,0.3278079628944397,0.9374472498893738,0.16143685579299927,0.48924490809440613,0.8809456825256348,0.3657660186290741,0.9323810935020447,0.17742383480072021,0.5431898236274719
74,0.8923444747924805,0.3247120678424835,0.937992513179779,0.16105836629867554,0.4857703149318695,0.8860821723937988,0.357382595539093,0.9188714027404785,0.19308051466941833,0.550463080406189
75,0.8915529251098633,0.3260113298892975,0.9383091926574707,0.16055810451507568,0.48656949400901794,0.8820714950561523,0.3558405339717865,0.9321699738502502,0.17344629764556885,0.5292868614196777
76,0.8940507769584656,0.3194115459918976,0.9373944401741028,0.16216227412223816,0.4815736413002014,0.8855896592140198,0.3516058027744293,0.9342105388641357,0.17009326815605164,0.5216989517211914
77,0.8936814069747925,0.32087841629981995,0.9389248490333557,0.15957212448120117,0.4804505705833435,0.8854489326477051,0.346680223941803,0.9368139505386353,0.15988735854625702,0.5065677762031555
78,0.8954580426216125,0.3129844665527344,0.9392414689064026,0.15859240293502808,0.47157642245292664,0.8833380341529846,0.3541634678840637,0.9313960075378418,0.1740894764661789,0.5282529592514038
79,0.8957747220993042,0.3120722770690918,0.9388192892074585,0.15827131271362305,0.47034358978271484,0.8803123831748962,0.3634950816631317,0.9384323358535767,0.15705271065235138,0.5205478072166443
80,0.8961440920829773,0.3132740259170532,0.9395581483840942,0.15736079216003418,0.47063493728637695,0.889670729637146,0.3327634632587433,0.9358288645744324,0.16369391977787018,0.49645739793777466
81,0.8980966806411743,0.3060745298862457,0.9395405054092407,0.15719470381736755,0.46326944231987,0.8907964825630188,0.3265729546546936,0.9342808723449707,0.16442225873470306,0.4909954071044922
82,0.8980439305305481,0.3058648705482483,0.938291609287262,0.15919797122478485,0.46506279706954956,0.8905854225158691,0.32977932691574097,0.9354066848754883,0.16257153451442719,0.49235084652900696
83,0.8995566964149475,0.3014611601829529,0.9410709142684937,0.15456949174404144,0.45603063702583313,0.882282555103302,0.36650142073631287,0.9360399842262268,0.16129310429096222,0.5277945399284363
84,0.8991697430610657,0.3015555143356323,0.9399099349975586,0.15732023119926453,0.4588758051395416,0.8872079849243164,0.34390556812286377,0.9383619427680969,0.15623998641967773,0.5001454949378967
85,0.899644672870636,0.29961714148521423,0.9391359686851501,0.15761668980121613,0.45723363757133484,0.8893892765045166,0.33514586091041565,0.9363214373588562,0.16127774119377136,0.4964236319065094
86,0.9001724123954773,0.2945253849029541,0.9398043751716614,0.15573780238628387,0.45026320219039917,0.8912186622619629,0.330670565366745,0.9285814762115479,0.1784137338399887,0.5090843439102173
87,0.9019842147827148,0.2926156222820282,0.938784122467041,0.1566644012928009,0.4492802023887634,0.893470287322998,0.3192196786403656,0.9346327185630798,0.17054568231105804,0.48976534605026245
88,0.9006473422050476,0.29231709241867065,0.9404552578926086,0.15425661206245422,0.44657403230667114,0.8893892765045166,0.344746857881546,0.9237264394760132,0.19210398197174072,0.5368509888648987
89,0.9031100273132324,0.28635579347610474,0.9404376745223999,0.15508338809013367,0.4414392411708832,0.8904446959495544,0.33220142126083374,0.9313960075378418,0.1722521036863327,0.5044534802436829
90,0.9040423631668091,0.2856365442276001,0.9413347840309143,0.15378250181674957,0.4394190311431885,0.8948072195053101,0.31816571950912476,0.9391359686851501,0.15508721768856049,0.47325289249420166
91,0.905695915222168,0.2782229781150818,0.940930187702179,0.1553741991519928,0.4335973262786865,0.892977774143219,0.3328186869621277,0.9368139505386353,0.15918320417404175,0.49200186133384705
92,0.9043062329292297,0.28074198961257935,0.9421791434288025,0.1510915458202362,0.43183356523513794,0.8918519616127014,0.3245854079723358,0.9380804896354675,0.1556050330400467,0.4801905155181885
93,0.9063819050788879,0.2757030427455902,0.9419152736663818,0.15248292684555054,0.42818620800971985,0.8969181180000305,0.31184616684913635,0.9407542943954468,0.15608562529087067,0.46793168783187866
94,0.9085103869438171,0.27153050899505615,0.9417745471000671,0.15280315279960632,0.42433393001556396,0.8939628601074219,0.32007136940956116,0.9373065233230591,0.1584782898426056,0.4785497784614563
95,0.9057838320732117,0.2728962004184723,0.941405177116394,0.15219978988170624,0.42509564757347107,0.8971995711326599,0.3126489520072937,0.9191528558731079,0.1976356953382492,0.5102845430374146
96,0.9096890091896057,0.2659592628479004,0.9414930939674377,0.15120889246463776,0.4171682298183441,0.8975513577461243,0.31070002913475037,0.9330143332481384,0.16800357401371002,0.47870349884033203
97,0.909002959728241,0.26792824268341064,0.9413875341415405,0.15376892685890198,0.42169708013534546,0.8993808031082153,0.3065187633037567,0.9332254528999329,0.16772104799747467,0.47423961758613586
98,0.9098649024963379,0.2633056342601776,0.9417217969894409,0.15184426307678223,0.41515007615089417,0.8867858052253723,0.36073237657546997,0.9399803280830383,0.1527666300535202,0.5134992003440857
99,0.9097241759300232,0.26093223690986633,0.9430762529373169,0.15088464319705963,0.41181680560112,0.9008584022521973,0.29538843035697937,0.9404728412628174,0.1527058184146881,0.44809406995773315
100,0.9117999076843262,0.25564417243003845,0.9426716566085815,0.1493505984544754,0.4049946665763855,0.8983253836631775,0.3107130229473114,0.9272446036338806,0.17614197731018066,0.48685500025749207
101,0.9108148217201233,0.25914645195007324,0.943551242351532,0.14926119148731232,0.40840789675712585,0.89952152967453,0.302463561296463,0.9379397630691528,0.15786129236221313,0.46032485365867615
102,0.9137700796127319,0.25117793679237366,0.9430235028266907,0.1482594758272171,0.39943742752075195,0.9040247797966003,0.28763070702552795,0.9358992576599121,0.16428536176681519,0.45191603899002075
103,0.9123275876045227,0.25244709849357605,0.9437974691390991,0.14633862674236298,0.3987857401371002,0.89952152967453,0.30695071816444397,0.9388545155525208,0.1580391377210617,0.46498966217041016
104,0.914807915687561,0.24811463057994843,0.9445714950561523,0.1470542997121811,0.39516907930374146,0.900999128818512,0.3043001592159271,0.9394174218177795,0.15465621650218964,0.45895645022392273
105,0.9153356552124023,0.245493546128273,0.9426189064979553,0.14869853854179382,0.3941919803619385,0.893470287322998,0.31807324290275574,0.9404024481773376,0.15556252002716064,0.4736356735229492
106,0.9157401919364929,0.24122202396392822,0.9436743855476379,0.1472056657075882,0.3884277045726776,0.9000844359397888,0.30593836307525635,0.9206304550170898,0.18607977032661438,0.4920181930065155
107,0.9171474575996399,0.23928038775920868,0.944166898727417,0.1468532383441925,0.3861335515975952,0.893048107624054,0.32629022002220154,0.9423022866249084,0.14916160702705383,0.4754517376422882
108,0.9165493845939636,0.24012050032615662,0.9432522058486938,0.1480727642774582,0.38819342851638794,0.9032507538795471,0.2977544665336609,0.9349845051765442,0.16722819209098816,0.4649825990200043
109,0.9184492230415344,0.23369291424751282,0.9423550367355347,0.14902986586093903,0.3827230632305145,0.9007176756858826,0.3021991550922394,0.940191388130188,0.15210406482219696,0.45430317521095276
110,0.9194694757461548,0.23153266310691833,0.9454158544540405,0.14490948617458344,0.37644195556640625,0.8967773914337158,0.32280659675598145,0.9418097138404846,0.1527280956506729,0.47553467750549316
111,0.9198564887046814,0.23010125756263733,0.9428300261497498,0.1487455517053604,0.3788467347621918,0.8987475633621216,0.31399741768836975,0.9427244663238525,0.15264791250228882,0.46664518117904663
112,0.9203665852546692,0.22948940098285675,0.9439030289649963,0.1471785604953766,0.3766677677631378,0.9061356782913208,0.28816869854927063,0.942091166973114,0.15136609971523285,0.4395348131656647
113,0.9210174679756165,0.22676493227481842,0.943428099155426,0.1466427445411682,0.37340784072875977,0.9069096446037292,0.28802427649497986,0.9396284818649292,0.15545101463794708,0.4434753954410553
114,0.9216331243515015,0.22249868512153625,0.9452399611473083,0.14390598237514496,0.36640453338623047,0.906980037689209,0.2883971035480499,0.9397692084312439,0.15443463623523712,0.4428316652774811
115,0.9228644967079163,0.22033829987049103,0.9439910054206848,0.1465909481048584,0.36692920327186584,0.9007176756858826,0.30784499645233154,0.9451871514320374,0.1445041447877884,0.45234909653663635
116,0.9237967729568481,0.21906861662864685,0.946189820766449,0.14173749089241028,0.36080604791641235,0.9095834493637085,0.28207963705062866,0.9445539116859436,0.14746767282485962,0.4295472800731659
117,0.9238319993019104,0.21865324676036835,0.9451344013214111,0.14537319540977478,0.36402639746665955,0.9050801992416382,0.29386821389198303,0.9381508827209473,0.15915824472904205,0.4530264735221863
118,0.9244652390480042,0.21551424264907837,0.9446946382522583,0.14490725100040436,0.3604212701320648,0.9034618735313416,0.2931901514530182,0.9431466460227966,0.1475784033536911,0.4407685399055481
119,0.9242717623710632,0.21327435970306396,0.9457324743270874,0.14312677085399628,0.3564010262489319,0.9053616523742676,0.2915278971195221,0.9441317319869995,0.14988015592098236,0.44140803813934326
120,0.9276667833328247,0.20846004784107208,0.9433049559593201,0.14700756967067719,0.3554675877094269,0.9039543867111206,0.29986417293548584,0.942091166973114,0.14851655066013336,0.448380708694458
121,0.9276491403579712,0.20639744400978088,0.9455917477607727,0.14330540597438812,0.349702924489975,0.9047284126281738,0.28352704644203186,0.9456797242164612,0.14612342417240143,0.42965060472488403
122,0.928880512714386,0.20270225405693054,0.9459435939788818,0.14201384782791138,0.34471625089645386,0.9118350744247437,0.2767464816570282,0.9425837397575378,0.14732006192207336,0.4240666329860687
123,0.9291092157363892,0.20230892300605774,0.9468407034873962,0.1407477706670761,0.34305673837661743,0.9077540040016174,0.2829297184944153,0.9405431747436523,0.15472064912319183,0.4376503825187683
124,0.9283176064491272,0.20061498880386353,0.946189820766449,0.13979174196720123,0.3404071033000946,0.9064874649047852,0.2877703905105591,0.9395581483840942,0.15222615003585815,0.4399966895580292
125,0.9303933382034302,0.19915702939033508,0.9454334378242493,0.14183413982391357,0.34099113941192627,0.9115536212921143,0.27636098861694336,0.9433577060699463,0.14638127386569977,0.4227422773838043
126,0.9310618042945862,0.1970180720090866,0.9451871514320374,0.142937570810318,0.33995577692985535,0.9145088791847229,0.2703070342540741,0.9451871514320374,0.14414635300636292,0.4144534170627594
127,0.9331550598144531,0.1908978968858719,0.9449232816696167,0.14341017603874207,0.33430802822113037,0.9096538424491882,0.28467923402786255,0.9397692084312439,0.15169616043567657,0.43637537956237793
128,0.9324514269828796,0.19165858626365662,0.9460139274597168,0.14238078892230988,0.33403950929641724,0.9034618735313416,0.3060677945613861,0.9439910054206848,0.1498250514268875,0.4558928310871124
129,0.9325921535491943,0.1902938038110733,0.9474211931228638,0.13808073103427887,0.32837459444999695,0.9101463556289673,0.28304967284202576,0.9426540732383728,0.14620786905288696,0.4292573034763336
130,0.9345271587371826,0.18453314900398254,0.9468055367469788,0.14022430777549744,0.32475724816322327,0.9099352955818176,0.2784140706062317,0.9427947998046875,0.14948001503944397,0.42789411544799805
131,0.934685468673706,0.18465566635131836,0.9477026462554932,0.13857316970825195,0.32322874665260315,0.9112721681594849,0.2698518633842468,0.9399099349975586,0.15567420423030853,0.42552608251571655
132,0.9360399842262268,0.18095751106739044,0.9456797242164612,0.14066524803638458,0.32162293791770935,0.9077540040016174,0.2845287024974823,0.9398396015167236,0.156046062707901,0.44057485461235046
133,0.9356178045272827,0.18102814257144928,0.9478433728218079,0.1382894665002823,0.31931769847869873,0.9117646813392639,0.2756575345993042,0.9472980499267578,0.14213518798351288,0.4177926778793335
134,0.934931755065918,0.1808849424123764,0.9468407034873962,0.1390974372625351,0.31998226046562195,0.9011398553848267,0.30417513847351074,0.9440613389015198,0.1453699916601181,0.44954511523246765
135,0.9377638697624207,0.17467622458934784,0.9465416669845581,0.1405079960823059,0.31518393754959106,0.911694347858429,0.28013598918914795,0.9396284818649292,0.1606540083885193,0.44078999757766724
136,0.9379749298095703,0.17331723868846893,0.9481951594352722,0.13845689594745636,0.31177404522895813,0.9099352955818176,0.2812088131904602,0.944835364818573,0.15214803814888,0.43335697054862976
137,0.9388368725776672,0.1726190745830536,0.9484062790870667,0.13882403075695038,0.3114432096481323,0.9099352955818176,0.28927046060562134,0.9451871514320374,0.14271770417690277,0.4319881796836853
138,0.9389600157737732,0.17009298503398895,0.9484414458274841,0.13594980537891388,0.3060426115989685,0.9104981422424316,0.27802199125289917,0.9430059194564819,0.14704515039920807,0.425067275762558
139,0.9403672814369202,0.16825398802757263,0.9484942555427551,0.13777554035186768,0.30602943897247314,0.9141570329666138,0.2744543254375458,0.9437798857688904,0.14456984400749207,0.4190240502357483
140,0.9400858283042908,0.1685895174741745,0.9489516019821167,0.13664984703063965,0.3052394986152649,0.9159864783287048,0.26697832345962524,0.9365324974060059,0.1598428338766098,0.42682120203971863
141,0.9415106773376465,0.162612184882164,0.9480368494987488,0.1360383778810501,0.29865044355392456,0.9140866994857788,0.2856016457080841,0.9418801069259644,0.1506303995847702,0.4362318813800812
142,0.9433225393295288,0.1606212854385376,0.9473860263824463,0.13652735948562622,0.29714855551719666,0.9096538424491882,0.29095542430877686,0.9411060810089111,0.15163864195346832,0.442594051361084
143,0.9422318935394287,0.16266131401062012,0.9479840993881226,0.13601864874362946,0.2986801266670227,0.9165493845939636,0.26500529050827026,0.9416689872741699,0.14952675998210907,0.41453197598457336
144,0.9442196488380432,0.15581294894218445,0.948687732219696,0.13554130494594574,0.2913542687892914,0.9138052463531494,0.27615177631378174,0.946735143661499,0.14167489111423492,0.41782668232917786
145,0.9435688257217407,0.15725325047969818,0.9484590291976929,0.13516823947429657,0.2924213409423828,0.9145792126655579,0.2759358286857605,0.9426540732383728,0.15021653473377228,0.42615246772766113
146,0.945327877998352,0.1536392718553543,0.9472628831863403,0.13723906874656677,0.29087844491004944,0.9140866994857788,0.27808478474617004,0.9493386149406433,0.13842928409576416,0.4165140688419342
147,0.9457852244377136,0.15099860727787018,0.9491626620292664,0.1332264542579651,0.2842250168323517,0.9134534001350403,0.2783631980419159,0.9349141716957092,0.1681826263666153,0.44654586911201477
148,0.9471573233604431,0.14736706018447876,0.9500246047973633,0.1329488903284073,0.2803157866001129,0.9114128947257996,0.27877867221832275,0.9487053155899048,0.13714100420475006,0.415919691324234
149,0.9487757086753845,0.14393673837184906,0.9493209719657898,0.1328016221523285,0.2767384350299835,0.9057838320732117,0.29508671164512634,0.9483535289764404,0.13543462753295898,0.4305213987827301
150,0.9456973075866699,0.15001440048217773,0.9502005577087402,0.13226047158241272,0.28227484226226807,0.9146496057510376,0.27104657888412476,0.9427947998046875,0.14899352192878723,0.4200400412082672
